Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Seddon,54 Charles St,3,h,1032000,SP,Village,25.02.2017,6.Haz,3011,3,1,0,224,136,1900,Maribyrnong,-378.067,1.448.934,Western Metropolitan,2417
Seddon,8 Perry St,2,h,887000,S,Jas,26.07.2016,6.Haz,3011,2,1,1,170,,,Maribyrnong,-378.082,1.448.928,Western Metropolitan,2417
Seddon,3 South St,3,h,965000,S,Williams,27.06.2016,6.Haz,3011,3,1,1,283,,1940,Maribyrnong,-378.064,1.448.944,Western Metropolitan,2417
Seddon,6 Staff St,4,h,920000,PI,Biggin,28.05.2016,6.Haz,3011,2,1,0,274,,,Maribyrnong,-378.039,1.448.929,Western Metropolitan,2417
Seddon,18 William St,4,h,1270000,S,Jas,28.05.2016,6.Haz,3011,3,1,1,352,150,1890,Maribyrnong,-378.059,1.448.899,Western Metropolitan,2417
Seddon,28 Lily St,3,h,1310000,S,Nelson,28.08.2016,6.Haz,3011,3,2,1,229,,,Maribyrnong,-378.032,1.448.892,Western Metropolitan,2417
Seddon,80 Gamon St,2,h,815000,S,Chisholm,30.07.2016,6.Haz,3011,2,1,0,172,81,1900,Maribyrnong,-37.81,1.448.896,Western Metropolitan,2417
Seddon,278 Nicholson St,2,h,701000,PI,Village,30.07.2016,6.Haz,3011,2,1,0,164,,1910,Maribyrnong,-378.078,1.448.979,Western Metropolitan,2417
South Melbourne,806/50 Albert Rd,2,u,593000,S,Dingle,3.09.2016,2.Oca,3205,2,2,1,0,83,2012,Port Phillip,-378.341,1.449.713,Southern Metropolitan,5943
South Melbourne,157 Napier St,3,h,1600000,SP,Marshall,3.09.2016,2.Oca,3205,3,2,1,88,93,1890,Port Phillip,-378.363,1.449.628,Southern Metropolitan,5943
South Melbourne,18 Cobden St,2,h,920500,S,Greg,3.12.2016,2.Oca,3205,2,1,0,114,,,Port Phillip,-378.344,1.449.686,Southern Metropolitan,5943
South Melbourne,396 Dorcas St,4,h,1620000,S,Greg,3.12.2016,2.Oca,3205,4,2,0,163,153,1890,Port Phillip,-378.355,144.951,Southern Metropolitan,5943
South Melbourne,218 Ferrars St,1,h,1002000,S,Marshall,3.12.2016,2.Oca,3205,1,1,0,84,,1912,Port Phillip,-378.332,1.449.548,Southern Metropolitan,5943
South Melbourne,294 Moray St,2,h,1355000,S,Marshall,3.12.2016,2.Oca,3205,2,1,0,101,,,Port Phillip,-378.359,1.449.644,Southern Metropolitan,5943
South Melbourne,25 Mountain St,3,h,1270000,S,hockingstuart,4.03.2017,2.Oca,3205,3,1,0,149,104,1900,Port Phillip,-378.374,1.449.495,Southern Metropolitan,5943
South Melbourne,38 Tribe St,3,h,2633000,S,Marshall,4.03.2017,2.Oca,3205,3,1,0,276,119,1900,Port Phillip,-37.838,1.449.489,Southern Metropolitan,5943
South Melbourne,144 Cobden St,3,h,1405000,PI,Greg,4.06.2016,2.Oca,3205,3,1,1,181,117,1880,Port Phillip,-378.365,1.449.631,Southern Metropolitan,5943
South Melbourne,16/63 Dorcas St,2,u,575000,SP,Greg,4.06.2016,2.Oca,3205,2,2,1,0,,2001,Port Phillip,-378.311,1.449.679,Southern Metropolitan,5943
South Melbourne,3 Park Pl,1,u,760500,S,Marshall,4.06.2016,2.Oca,3205,2,0,0,438,,,Port Phillip,-378.353,144.96,Southern Metropolitan,5943
South Melbourne,352 Moray St,4,h,2260000,PI,Marshall,7.05.2016,2.Oca,3205,5,3,0,190,232,1856,Port Phillip,-378.377,1.449.653,Southern Metropolitan,5943
South Melbourne,33 Mountain St,2,h,1150000,S,Greg,7.05.2016,2.Oca,3205,2,1,0,113,,,Port Phillip,-378.373,1.449.493,Southern Metropolitan,5943
South Melbourne,72 Smith St,3,h,1595000,SP,Marshall,7.05.2016,2.Oca,3205,3,2,0,171,126,1890,Port Phillip,-378.391,1.449.501,Southern Metropolitan,5943
South Melbourne,13/182 Albert Rd,2,u,595000,S,hockingstuart,7.11.2016,2.Oca,3205,2,1,1,0,76,2004,Port Phillip,-378.369,144.968,Southern Metropolitan,5943
South Melbourne,1901/50 Albert Rd,2,u,490000,S,Dingle,7.11.2016,2.Oca,3205,2,1,1,0,56,2013,Port Phillip,-378.341,1.449.713,Southern Metropolitan,5943
South Melbourne,247 York St,3,h,1250000,S,Greg,8.10.2016,2.Oca,3205,3,2,0,224,113,1890,Port Phillip,-378.329,1.449.529,Southern Metropolitan,5943
South Melbourne,126/69 Dorcas St,3,u,862000,S,Greg,10.09.2016,2.Oca,3205,3,2,2,0,,2001,Port Phillip,-378.311,1.449.679,Southern Metropolitan,5943
South Melbourne,315 Moray St,4,h,2180000,S,Marshall,10.12.2016,2.Oca,3205,4,3,1,200,153,1860,Port Phillip,-37.836,144.965,Southern Metropolitan,5943
South Melbourne,22A Cobden St,2,h,930000,SP,Cayzer,11.02.2017,2.Oca,3205,2,1,0,115,76,1900,Port Phillip,-378.345,1.449.685,Southern Metropolitan,5943
South Melbourne,119 Park St,2,u,600000,S,Greg,12.11.2016,2.Oca,3205,2,1,1,0,,,Port Phillip,-37.834,1.449.665,Southern Metropolitan,5943
South Melbourne,25 Cobden St,3,h,1200000,VB,Greg,13.08.2016,2.Oca,3205,3,2,0,113,120,1910,Port Phillip,-378.346,1.449.688,Southern Metropolitan,5943
South Melbourne,54b Napier St,2,u,612000,S,Greg,14.05.2016,2.Oca,3205,2,1,1,0,,,Port Phillip,-378.346,1.449.673,Southern Metropolitan,5943
South Melbourne,6b Napier St,1,u,380000,VB,Cayzer,15.10.2016,2.Oca,3205,1,1,1,0,,1960,Port Phillip,-378.342,1.449.679,Southern Metropolitan,5943
South Melbourne,16 Tribe St,3,h,2000000,S,Cayzer,15.10.2016,2.Oca,3205,3,2,1,161,141,1890,Port Phillip,-378.383,1.449.499,Southern Metropolitan,5943
South Melbourne,14/182 Albert Rd,2,u,1500000,VB,Greg,16.04.2016,2.Oca,3205,2,2,2,0,,2004,Port Phillip,-378.369,144.968,Southern Metropolitan,5943
South Melbourne,50 Bridport St,2,h,2000000,PI,Greg,16.04.2016,2.Oca,3205,2,2,1,141,150,1900,Port Phillip,-378.389,1.449.612,Southern Metropolitan,5943
South Melbourne,203/196 Albert Rd,2,u,1050000,VB,Marshall,17.09.2016,2.Oca,3205,2,2,2,0,122,2001,Port Phillip,-378.372,1.449.672,Southern Metropolitan,5943
South Melbourne,481 City Rd,2,h,1100000,VB,Greg,17.09.2016,2.Oca,3205,2,1,2,185,,,Port Phillip,-378.337,1.449.507,Southern Metropolitan,5943
South Melbourne,24 Lyell St,3,h,1250000,VB,Greg,17.09.2016,2.Oca,3205,3,2,1,108,125,1890,Port Phillip,-378.363,1.449.509,Southern Metropolitan,5943
South Melbourne,248 Montague St,3,h,1650000,VB,Marshall,17.09.2016,2.Oca,3205,3,2,0,204,195,1890,Port Phillip,-378.357,1.449.531,Southern Metropolitan,5943
South Melbourne,58C Napier St,3,h,770000,S,hockingstuart,18.03.2017,2.Oca,3205,3,2,1,2325,,,Port Phillip,-378.346,1.449.673,Southern Metropolitan,5943
South Melbourne,1009/148 Wells St,2,u,561000,S,MICM,18.03.2017,2.Oca,3205,2,1,1,0,78,2001,Port Phillip,-378.308,1.449.694,Southern Metropolitan,5943
South Melbourne,296 Albert Rd,3,h,1825000,S,Marshall,18.06.2016,2.Oca,3205,3,2,2,151,153,1900,Port Phillip,-378.383,1.449.632,Southern Metropolitan,5943
South Melbourne,48 Glover St,2,h,1200000,VB,Greg,18.06.2016,2.Oca,3205,2,2,1,131,79,1890,Port Phillip,-37.839,144.948,Southern Metropolitan,5943
South Melbourne,301/142 Park St,3,u,1550000,PI,Marshall,18.06.2016,2.Oca,3205,3,4,2,0,230,,Port Phillip,-378.337,144.966,Southern Metropolitan,5943
South Melbourne,93A Eastern Rd,3,h,891000,S,Greg,19.11.2016,2.Oca,3205,3,2,1,0,,,Port Phillip,-378.341,1.449.661,Southern Metropolitan,5943
South Melbourne,8 Fitzpatrick St,3,t,1450000,S,Cayzer,19.11.2016,2.Oca,3205,3,2,1,146,,,Port Phillip,-378.331,1.449.665,Southern Metropolitan,5943
South Melbourne,1/295 Clarendon St,2,u,1360000,S,Cayzer,22.05.2016,2.Oca,3205,2,1,2,0,,,Port Phillip,-378.335,1.449.611,Southern Metropolitan,5943
South Melbourne,46 Cobden St,3,h,1390000,PI,Greg,22.05.2016,2.Oca,3205,3,2,1,138,138,1998,Port Phillip,-378.351,1.449.675,Southern Metropolitan,5943
South Melbourne,18a Iffla St,4,h,1615000,S,Marshall,22.05.2016,2.Oca,3205,4,3,2,577,220,2009,Port Phillip,-378.357,1.449.502,Southern Metropolitan,5943
South Melbourne,5/182 Albert Rd,1,u,480000,S,hockingstuart,23.04.2016,2.Oca,3205,1,1,1,0,,2004,Port Phillip,-378.369,144.968,Southern Metropolitan,5943
South Melbourne,10 Coote St,3,t,1185000,S,Parkinson,23.04.2016,2.Oca,3205,3,2,1,111,3,,Port Phillip,-378.341,1.449.541,Southern Metropolitan,5943
South Melbourne,372 Dorcas St,3,h,2300000,S,RT,24.09.2016,2.Oca,3205,3,2,2,0,260,1877,Port Phillip,-378.352,144.952,Southern Metropolitan,5943
South Melbourne,16 Glover St,3,h,1720000,S,Cayzer,25.02.2017,2.Oca,3205,3,1,0,130,,,Port Phillip,-378.398,1.449.493,Southern Metropolitan,5943
South Melbourne,1107/50 Albert Rd,1,u,320000,VB,Dingle,27.11.2016,2.Oca,3205,1,1,0,0,,,Port Phillip,-378.341,1.449.713,Southern Metropolitan,5943
South Melbourne,5/38 Bank St,3,u,742000,SP,Greg,27.11.2016,2.Oca,3205,3,2,2,0,90,2003,Port Phillip,-378.319,1.449.682,Southern Metropolitan,5943
South Melbourne,164 Cecil St,3,h,2075000,S,Marshall,27.11.2016,2.Oca,3205,3,2,0,141,163,1890,Port Phillip,-378.333,1.449.576,Southern Metropolitan,5943
South Melbourne,52 Eastern Rd,3,h,2525000,S,Marshall,27.11.2016,2.Oca,3205,3,2,1,234,,1863,Port Phillip,-378.355,1.449.663,Southern Metropolitan,5943
South Melbourne,116/88 Park St,2,u,560000,SP,Buxton,30.07.2016,2.Oca,3205,2,2,1,0,,,Port Phillip,-378.331,1.449.683,Southern Metropolitan,5943
South Melbourne,72/1 Sandilands St,2,u,690000,VB,Cayzer,30.07.2016,2.Oca,3205,2,2,2,0,,,Port Phillip,-378.361,1.449.682,Southern Metropolitan,5943
South Yarra,11/276 Domain Rd,1,u,430000,S,hockingstuart,3.09.2016,3.Mar,3141,2,1,1,0,,1970,Stonnington,-378.351,1.449.909,Southern Metropolitan,14887
South Yarra,5/38 MacFarlan St,2,u,722000,SP,Jellis,3.09.2016,3.Mar,3141,2,1,1,0,86,2003,Stonnington,-378.393,1.449.886,Southern Metropolitan,14887
South Yarra,301/89 River St,2,u,930000,S,hockingstuart,3.09.2016,3.Mar,3141,2,2,2,0,,2000,Stonnington,-378.361,1.449.966,Southern Metropolitan,14887
South Yarra,18/34 Rockley Rd,1,u,467500,SP,McGrath,3.09.2016,3.Mar,3141,1,1,1,0,,,Stonnington,-378.363,1.450.003,Southern Metropolitan,14887
South Yarra,9/10 Tivoli Rd,2,u,475000,PI,Buxton,3.09.2016,3.Mar,3141,2,1,0,0,,,Stonnington,-378.391,1.449.984,Southern Metropolitan,14887
South Yarra,202/8 Bond St,2,u,850000,PI,Kay,3.12.2016,3.Mar,3141,2,2,2,0,86,2014,Stonnington,-378.411,1.449.944,Southern Metropolitan,14887
South Yarra,43/100 Commercial Rd,3,u,1230000,S,Kay,3.12.2016,3.Mar,3141,3,2,2,0,138,1998,Melbourne,-378.453,1.449.849,Southern Metropolitan,14887
South Yarra,4/38 MacFarlan St,2,u,965000,S,hockingstuart,3.12.2016,3.Mar,3141,2,2,2,2143,,,Stonnington,-378.393,1.449.886,Southern Metropolitan,14887
South Yarra,413/35 Malcolm St,1,u,315000,PI,hockingstuart,3.12.2016,3.Mar,3141,1,1,0,14500,,2011,Stonnington,-378.372,1.449.963,Southern Metropolitan,14887
South Yarra,16 Oxford St,3,h,1510000,S,Kay,3.12.2016,3.Mar,3141,3,5,0,241,,,Stonnington,-378.407,1.449.962,Southern Metropolitan,14887
South Yarra,1906/229 Toorak Rd,1,u,402000,S,LITTLE,3.12.2016,3.Mar,3141,1,1,1,0,,2013,Stonnington,-378.392,1.449.947,Southern Metropolitan,14887
South Yarra,6/371 Toorak Rd,3,u,1880000,S,Abercromby's,3.12.2016,3.Mar,3141,3,2,2,0,,1968,Stonnington,-378.399,1.450.003,Southern Metropolitan,14887
South Yarra,2/53 Caroline St,1,u,422000,S,hockingstuart,4.03.2017,3.Mar,3141,1,1,0,0,,,Stonnington,-37.837,1.449.881,Southern Metropolitan,14887
South Yarra,8/18 Darling St,2,u,535000,S,hockingstuart,4.03.2017,3.Mar,3141,2,1,1,0,64,1970,Stonnington,-378.374,1.449.918,Southern Metropolitan,14887
South Yarra,15/9 Darling St,2,u,990000,SA,Williams,4.03.2017,3.Mar,3141,2,2,2,0,38,2015,Stonnington,-378.379,1.449.913,Southern Metropolitan,14887
South Yarra,7/32 Marne St,2,u,695000,PI,Kay,4.03.2017,3.Mar,3141,2,1,0,0,79,1930,Melbourne,-378.361,1.449.842,Southern Metropolitan,14887
South Yarra,503/99 River St,2,u,978500,S,hockingstuart,4.03.2017,3.Mar,3141,2,2,2,17200,,2000,Stonnington,-378.361,1.449.966,Southern Metropolitan,14887
South Yarra,5/6 Tivoli Pl,2,u,863000,S,hockingstuart,4.03.2017,3.Mar,3141,2,2,1,742,,1950,Melbourne,-378.357,1.449.867,Southern Metropolitan,14887
South Yarra,6/176 Walsh St,2,u,680000,S,Jellis,4.03.2017,3.Mar,3141,2,1,1,0,,,Melbourne,-378.338,1.449.858,Southern Metropolitan,14887
South Yarra,1/47 Wilson St,2,u,840000,PI,Jellis,4.03.2017,3.Mar,3141,2,2,1,0,,2004,Stonnington,-378.439,1.449.974,Southern Metropolitan,14887
South Yarra,1106/1 Clara St,1,u,450000,SP,RT,4.06.2016,3.Mar,3141,1,1,1,0,,,Stonnington,-378.421,1.449.978,Southern Metropolitan,14887
South Yarra,29/100 Commercial Rd,3,u,750000,S,Marshall,4.06.2016,3.Mar,3141,3,2,2,0,,,Melbourne,-378.453,1.449.849,Southern Metropolitan,14887
South Yarra,13/55 Darling St,2,u,650000,PI,RT,4.06.2016,3.Mar,3141,2,1,1,0,,1986,Stonnington,-378.344,1.449.916,Southern Metropolitan,14887
South Yarra,10/34 MacFarlan St,2,u,775000,SP,hockingstuart,4.06.2016,3.Mar,3141,2,1,1,0,103,2000,Stonnington,-378.394,1.449.886,Southern Metropolitan,14887
South Yarra,20/30 Mona Pl,2,u,572000,SP,hockingstuart,4.06.2016,3.Mar,3141,2,1,1,0,73,1960,Melbourne,-378.368,1.449.857,Southern Metropolitan,14887
South Yarra,507/99 River St,1,u,510000,S,Beller,4.06.2016,3.Mar,3141,1,1,1,0,,2000,Stonnington,-378.361,1.449.966,Southern Metropolitan,14887
South Yarra,12 Witchwood Cl,3,t,1460000,PI,hockingstuart,4.06.2016,3.Mar,3141,2,2,1,181,148,1990,Melbourne,-378.334,1.449.867,Southern Metropolitan,14887
South Yarra,2/13 Motherwell St,1,u,465000,S,Biggin,6.08.2016,3.Mar,3141,1,1,1,0,,1970,Stonnington,-378.456,1.450.005,Southern Metropolitan,14887
South Yarra,402/89 River St,2,u,801000,S,Biggin,6.08.2016,3.Mar,3141,2,2,1,0,,2000,Stonnington,-378.361,1.449.966,Southern Metropolitan,14887
South Yarra,8/24 Fitzgerald St,2,u,623500,SP,hockingstuart,7.05.2016,3.Mar,3141,2,1,1,0,75,1970,Stonnington,-378.426,144.993,Southern Metropolitan,14887
South Yarra,8/99 Osborne St,1,u,409000,S,Castran,7.05.2016,3.Mar,3141,1,1,1,0,45,1970,Stonnington,-378.414,144.991,Southern Metropolitan,14887
South Yarra,12 Stables La,1,u,370000,SP,Marshall,7.05.2016,3.Mar,3141,1,1,1,0,,,Stonnington,-378.423,144.997,Southern Metropolitan,14887
South Yarra,1/14 Arthur St,3,t,1250000,S,Kay,7.11.2016,3.Mar,3141,3,2,1,80,118,2003,Stonnington,-378.416,1.449.923,Southern Metropolitan,14887
South Yarra,308/700 Chapel St,1,u,480000,S,hockingstuart,7.11.2016,3.Mar,3141,1,1,1,0,,2000,Stonnington,-378.361,1.449.966,Southern Metropolitan,14887
South Yarra,29 MacFarlan St,2,h,2325000,S,RT,7.11.2016,3.Mar,3141,2,2,2,355,,,Stonnington,-378.392,1.449.883,Southern Metropolitan,14887
South Yarra,4/957 Punt Rd,2,u,659000,SP,Jellis,7.11.2016,3.Mar,3141,2,1,1,0,77,1940,Melbourne,-378.314,1.449.877,Southern Metropolitan,14887
South Yarra,19/110 Caroline St,2,u,780000,PI,Williams,8.10.2016,3.Mar,3141,2,1,1,0,75,1960,Stonnington,-378.343,1.449.899,Southern Metropolitan,14887
South Yarra,403/700 Chapel St,2,u,865000,S,Williams,8.10.2016,3.Mar,3141,2,2,1,0,,2000,Stonnington,-378.361,1.449.966,Southern Metropolitan,14887
South Yarra,26 Fawkner St,2,h,1455000,S,Jellis,8.10.2016,3.Mar,3141,2,1,0,225,94,1890,Stonnington,-378.421,1.449.876,Southern Metropolitan,14887
South Yarra,6/24 Kensington Rd,2,t,1365000,S,Kay,8.10.2016,3.Mar,3141,3,2,1,1302,,,Stonnington,-378.377,1.450.021,Southern Metropolitan,14887
South Yarra,9/372 Toorak Rd,1,u,411000,S,hockingstuart,8.10.2016,3.Mar,3141,1,1,1,1369,,,Stonnington,-378.405,1.450.025,Southern Metropolitan,14887
South Yarra,2/403 Toorak Rd,1,u,360500,S,hockingstuart,8.10.2016,3.Mar,3141,1,1,1,0,44,1960,Stonnington,-378.404,1.450.045,Southern Metropolitan,14887
South Yarra,2/1 Walsh St,2,u,1300000,PI,Williams,8.10.2016,3.Mar,3141,2,2,2,0,107,1986,Melbourne,-378.376,1.449.847,Southern Metropolitan,14887
South Yarra,6/1 Walsh St,2,u,1300000,PI,Williams,8.10.2016,3.Mar,3141,2,2,1,0,107,1980,Melbourne,-378.376,1.449.847,Southern Metropolitan,14887
South Yarra,1/35 Marne St,3,u,1630000,PI,Jellis,10.09.2016,3.Mar,3141,3,1,1,0,,,Melbourne,-378.359,1.449.839,Southern Metropolitan,14887
South Yarra,9/46 Darling St,2,u,625000,S,Williams,10.12.2016,3.Mar,3141,2,1,1,1283,,,Stonnington,-378.359,1.449.921,Southern Metropolitan,14887
South Yarra,20 Fawkner St,2,h,2430000,S,Biggin,10.12.2016,3.Mar,3141,2,1,2,367,,1985,Stonnington,-37.842,1.449.873,Southern Metropolitan,14887
South Yarra,6/2 May Gr,1,u,490000,S,RT,10.12.2016,3.Mar,3141,1,1,1,0,,,Stonnington,-378.425,1.450.009,Southern Metropolitan,14887
South Yarra,8/44 Murphy St,1,u,955000,PI,Williams,10.12.2016,3.Mar,3141,1,1,1,0,85,,Stonnington,-378.357,144.991,Southern Metropolitan,14887
South Yarra,6/97 Osborne St,1,u,380000,S,hockingstuart,10.12.2016,3.Mar,3141,1,1,1,0,41,1980,Stonnington,-378.415,144.991,Southern Metropolitan,14887
South Yarra,22/382 Toorak Rd,2,u,601000,S,Biggin,10.12.2016,3.Mar,3141,2,1,1,0,,1970,Stonnington,-378.406,1.450.033,Southern Metropolitan,14887
South Yarra,16/124 Caroline St,1,u,450000,PI,hockingstuart,11.02.2017,3.Mar,3141,1,1,0,0,,,Stonnington,-378.332,1.449.901,Southern Metropolitan,14887
South Yarra,33a Clara St,2,h,1500000,S,Castran,12.06.2016,3.Mar,3141,2,1,2,141,,,Stonnington,-378.408,1.449.977,Southern Metropolitan,14887
South Yarra,91/390 Toorak Rd,2,u,1030000,VB,Sotheby's,12.06.2016,3.Mar,3141,2,2,1,0,,,Stonnington,-378.407,1.450.043,Southern Metropolitan,14887
South Yarra,8/57 Adams St,1,u,555000,S,Williams,12.11.2016,3.Mar,3141,1,1,1,630,,,Melbourne,-378.356,1.449.773,Southern Metropolitan,14887
South Yarra,18 Avoca St,4,h,5700000,S,Castran,12.11.2016,3.Mar,3141,4,2,0,292,272,1880,Stonnington,-378.377,1.449.894,Southern Metropolitan,14887
South Yarra,40 Fawkner St,3,h,2300000,PI,Williams,12.11.2016,3.Mar,3141,3,2,1,350,,,Stonnington,-378.422,1.449.884,Southern Metropolitan,14887
South Yarra,18/33 Kensington Rd,1,u,515000,SP,hockingstuart,12.11.2016,3.Mar,3141,1,1,1,0,44,1970,Stonnington,-378.375,1.450.012,Southern Metropolitan,14887
South Yarra,76 Leopold St,3,h,2695000,PI,Marshall,12.11.2016,3.Mar,3141,3,2,1,215,200,1910,Melbourne,-378.361,1.449.831,Southern Metropolitan,14887
South Yarra,10 Luxton Rd,3,h,2870000,S,Marshall,12.11.2016,3.Mar,3141,3,2,2,350,,1880,Stonnington,-378.451,1.450.019,Southern Metropolitan,14887
South Yarra,1/63 Millswyn St,2,u,805000,S,Williams,12.11.2016,3.Mar,3141,2,1,1,0,,,Melbourne,-378.359,1.449.801,Southern Metropolitan,14887
South Yarra,10/432 Punt Rd,2,u,370000,PI,Hodges,12.11.2016,3.Mar,3141,2,1,1,0,,1970,Stonnington,-378.374,1.449.871,Southern Metropolitan,14887
South Yarra,19/877 Punt Rd,1,u,360000,VB,Owen,12.11.2016,3.Mar,3141,1,1,1,0,46,,Melbourne,-378.339,1.449.872,Southern Metropolitan,14887
South Yarra,12/219 Williams Rd,1,u,310000,PI,Buxton,12.11.2016,3.Mar,3141,1,1,1,0,40,1950,Stonnington,-378.444,1.450.037,Southern Metropolitan,14887
South Yarra,15 Powell St,2,h,1036500,S,hockingstuart,13.08.2016,3.Mar,3141,2,1,0,105,,,Stonnington,-378.403,1.449.893,Southern Metropolitan,14887
South Yarra,25/388 Toorak Rd,2,u,627500,S,hockingstuart,13.08.2016,3.Mar,3141,2,1,1,0,85,1970,Stonnington,-378.407,145.004,Southern Metropolitan,14887
South Yarra,82/390 Toorak Rd,3,u,1072000,S,Kay,13.08.2016,3.Mar,3141,3,0,0,0,,,Stonnington,-378.407,1.450.043,Southern Metropolitan,14887
South Yarra,1107/12 Yarra St,1,u,425000,PI,Biggin,13.08.2016,3.Mar,3141,1,1,1,0,56,2007,Stonnington,-37.837,1.449.931,Southern Metropolitan,14887
South Yarra,3/49 Osborne St,1,u,330000,VB,Jellis,14.05.2016,3.Mar,3141,1,1,1,0,47,1970,Stonnington,-378.437,1.449.904,Southern Metropolitan,14887
South Yarra,6/432 Punt Rd,2,u,450000,VB,hockingstuart,14.05.2016,3.Mar,3141,2,1,1,0,,,Stonnington,-378.374,1.449.871,Southern Metropolitan,14887
South Yarra,16/384 Toorak Rd,2,u,550000,S,hockingstuart,14.05.2016,3.Mar,3141,2,1,1,0,,,Stonnington,-378.406,1.450.035,Southern Metropolitan,14887
South Yarra,17/393 Toorak Rd,1,u,400000,S,LITTLE,14.05.2016,3.Mar,3141,1,1,1,1424,,,Stonnington,-378.402,1.450.029,Southern Metropolitan,14887
South Yarra,20 Argo St,3,h,1700000,S,hockingstuart,15.10.2016,3.Mar,3141,3,2,2,141,,1990,Stonnington,-37.844,1.449.867,Southern Metropolitan,14887
South Yarra,10/7 Barnsbury Rd,2,u,613000,S,Kay,15.10.2016,3.Mar,3141,2,1,1,0,,1970,Stonnington,-37.845,1.450.012,Southern Metropolitan,14887
South Yarra,8/101 Caroline St,2,u,1240000,S,RT,15.10.2016,3.Mar,3141,2,2,2,0,,,Stonnington,-378.343,1.449.888,Southern Metropolitan,14887
South Yarra,6/210 Domain Rd,2,u,832000,S,Williams,15.10.2016,3.Mar,3141,2,1,1,0,,1960,Melbourne,-378.342,1.449.842,Southern Metropolitan,14887
South Yarra,9/18 Kensington Rd,2,u,693000,S,Biggin,15.10.2016,3.Mar,3141,2,1,1,2122,64,1960,Stonnington,-378.383,1.450.014,Southern Metropolitan,14887
South Yarra,6/21 Kensington Rd,2,u,551000,S,Williams,15.10.2016,3.Mar,3141,2,1,0,0,,,Stonnington,-378.383,1.450.011,Southern Metropolitan,14887
South Yarra,7/31 Kensington Rd,3,u,740000,S,Biggin,15.10.2016,3.Mar,3141,3,1,1,0,,1970,Stonnington,-378.376,1.450.012,Southern Metropolitan,14887
South Yarra,3 Palermo St,3,h,2285000,S,Kay,15.10.2016,3.Mar,3141,3,2,2,221,135,1890,Stonnington,-378.416,1.449.959,Southern Metropolitan,14887
South Yarra,70 Park St,3,h,3000000,VB,Marshall,15.10.2016,3.Mar,3141,3,3,2,191,175,1890,Melbourne,-37.836,1.449.824,Southern Metropolitan,14887
South Yarra,407/57 Toorak Rd,1,u,450000,S,Hodges,15.10.2016,3.Mar,3141,1,1,1,0,,2013,Stonnington,-378.384,1.449.886,Southern Metropolitan,14887
South Yarra,608/20 Garden St,2,u,515000,VB,Harrington,16.04.2016,3.Mar,3141,2,1,1,734,65,2013,Stonnington,-378.433,1.449.962,Southern Metropolitan,14887
South Yarra,2/100 Commercial Rd,3,u,805000,S,Kay,17.09.2016,3.Mar,3141,3,2,3,6111,,,Melbourne,-378.453,1.449.849,Southern Metropolitan,14887
South Yarra,7/44 Darling St,2,u,630000,S,Thomson,17.09.2016,3.Mar,3141,2,1,1,0,,,Stonnington,-378.361,1.449.921,Southern Metropolitan,14887
South Yarra,15/2 Gordon Gr,2,u,600000,S,Jellis,17.09.2016,3.Mar,3141,2,1,2,0,72,1970,Stonnington,-378.336,1.449.882,Southern Metropolitan,14887
South Yarra,48 Howitt St,3,h,1780000,SP,Jellis,17.09.2016,3.Mar,3141,3,2,1,198,,,Stonnington,-378.472,1.450.026,Southern Metropolitan,14887
South Yarra,76 Osborne St,1,h,2115000,S,Marshall,17.09.2016,3.Mar,3141,1,1,1,569,,,Stonnington,-378.428,144.991,Southern Metropolitan,14887
South Yarra,5/205 Williams Rd,1,u,523000,S,hockingstuart,17.09.2016,3.Mar,3141,1,1,0,0,,1940,Stonnington,-378.458,1.450.034,Southern Metropolitan,14887
South Yarra,2/234 Domain Rd,4,u,2050000,VB,RT,18.03.2017,3.Mar,3141,4,2,1,979,,,Melbourne,-378.344,1.449.857,Southern Metropolitan,14887
South Yarra,49 Leopold St,4,h,2600000,PI,Williams,18.03.2017,3.Mar,3141,4,2,2,141,127,1880,Melbourne,-378.366,1.449.827,Southern Metropolitan,14887
South Yarra,6/49 Osborne St,1,u,320000,VB,Jellis,18.03.2017,3.Mar,3141,1,1,0,0,47,1970,Stonnington,-378.437,1.449.904,Southern Metropolitan,14887
South Yarra,61 Osborne St,3,h,2395000,S,hockingstuart,18.03.2017,3.Mar,3141,3,1,2,442,,,Stonnington,-378.432,1.449.906,Southern Metropolitan,14887
South Yarra,103/334 Toorak Rd,2,u,920000,S,Wilson,18.03.2017,3.Mar,3141,2,2,0,0,,,Stonnington,-37.84,1.449.988,Southern Metropolitan,14887
South Yarra,14/85 Caroline St,1,u,400000,S,hockingstuart,18.06.2016,3.Mar,3141,1,1,1,0,45,1960,Stonnington,-378.355,1.449.884,Southern Metropolitan,14887
South Yarra,37 Grosvenor St,3,h,1810000,S,hockingstuart,18.06.2016,3.Mar,3141,3,1,1,211,18,1906,Stonnington,-378.442,1.449.928,Southern Metropolitan,14887
South Yarra,8/28 The Righi,1,u,612000,S,hockingstuart,18.06.2016,3.Mar,3141,1,1,1,607,,,Stonnington,-378.328,1.449.866,Southern Metropolitan,14887
